"gene","cope"
"BHLHE41",-0.0589017851506457
"LANCL2",-0.0587639612654356
"HEPH",-0.0585580986373432
"RASGEF1A",-0.05791318017088
"SIDT2",-0.0577358170116611
"ABCA8",-0.0577316648568117
"SPTSSB",-0.057695390788671
"TMEM132D",-0.057685416720756
"PIP4K2C",-0.0572412717041398
"MUC19",-0.0572043958724268
"CSF2RA",-0.0569961687946484
"KIF26B",-0.056885469985297
"ARHGAP6",-0.0566972531098786
"EPHB6",-0.056480591195366
"ANKRD13A",-0.055590871639878
"FAH",-0.0550966393812199
"PGR",-0.054750675602499
"CARD16",-0.0547406836915475
"CH25H",-0.0547406836915475
"DBX2",-0.0547406836915475
"FXYD3",-0.0547406836915475
"HCLS1",-0.0547406836915475
"LRRC19",-0.0547406836915475
"MAFA",-0.0547406836915475
"MECOM",-0.0547406836915475
"SLC5A5",-0.0547406836915475
"TMEM215",-0.0547406836915475
"TNFSF18",-0.0547406836915475
"ANXA1",-0.0546757826658116
"ITGA11",-0.0546549935582632
"APOC2",-0.0540166204986149
"ASPN",-0.0540166204986149
"DNAH8",-0.0540166204986149
"GBP2",-0.0540166204986149
"ITGAX",-0.0540166204986149
"RAC2",-0.0540166204986149
"TACR2",-0.0540166204986149
"WFIKKN2",-0.0540166204986149
"SYDE2",-0.0538095901193967
"CCL4L2",-0.0536033594527531
"ERICH3",-0.0534914369554865
"VGF",-0.0533430436667688
"UQCRHL",-0.0527250513164873
"PMP22",-0.0520013494334502
"ECE1",-0.0514088469721229
"PDK1",-0.0512239145226496
"CEP112",-0.0508549689554196
"OSBPL3",-0.0501800386321855
"TCEANC",-0.0501339596048425
"DOCK10",-0.0497759955009378
"MYOF",-0.0493841125448295
"NR4A3",-0.048719054887533
"KLF4",-0.0486633860917617
"ICAM3",-0.0481531495480524
"TPBG",-0.0480793805410993
"RENBP",-0.0479055072563647
"B3GNT2",-0.0473193537093113
"CFAP53",-0.0473138779406691
"GAB3",-0.046795971976091
"CD180",-0.0467848815690207
"COL6A6",-0.0467848815690207
"GMPR",-0.0467848815690207
"GP9",-0.0467848815690207
"ITGAM",-0.0467848815690207
"KLF1",-0.0467848815690207
"KYNU",-0.0467848815690207
"MAB21L3",-0.0467848815690207
"PLA2G5",-0.0467848815690207
"PLN",-0.0467848815690207
"PRRG4",-0.0467848815690207
"PTGS1",-0.0467848815690207
"ROBO4",-0.0467848815690207
"TAT",-0.0467848815690207
"THBD",-0.0467848815690207
"TNNI1",-0.0467848815690207
"ZBP1",-0.0467848815690207
"PRLR",-0.0464647399687287
"CDKL1",-0.0455376986074417
"PRUNE2",-0.0452277880515079
"GPHN",-0.0449483710367182
"SYNGR2",-0.0446041993125252
"ME3",-0.044545685150447
"NRXN3",-0.0441963443216415
"CLEC18A",-0.043265346207359
"CCDC65",-0.0428852543352833
"C12orf42",-0.0425767602126371
"EED",-0.0425122729427486
"ESAM",-0.0424927733030093
"TMEM45A",-0.042114597382544
"PAIP2B",-0.0416721777151675
"TSHR",-0.0411618880790125
"PLEKHB2",-0.0410931174089069
"TRMT1L",-0.0407339579001304
"C2orf72",-0.0407083221433605
"TNXB",-0.040588996726136
"NTS",-0.0405383680687115
"TMEM241",-0.0402791983021963
"SRXN1",-0.0402462555430928
"MBLAC2",-0.0402295187754468
"FAM210A",-0.0396841474017873
"PCDHGA11",-0.0394860000038919
"PCBP4",-0.0394736842105263
"ZNF592",-0.0391333156834601
"ZNF385D",-0.0389849073866541
"DCUN1D3",-0.0388913805059121
"WNT7B",-0.0387841658258497
"RSPO3",-0.0387780694543098
"LETM2",-0.0387257620422383
"NELL1",-0.0385714453643224
"RNF182",-0.0382591093117409
"GIMAP2",-0.0377157143202357
"ACOXL",-0.0377026526005989
"ANKRD7",-0.0377026526005989
"CALCB",-0.0377026526005989
"CCDC178",-0.0377026526005989
"CDH19",-0.0377026526005989
"CHIT1",-0.0377026526005989
"COL6A3",-0.0377026526005989
"COX6A2",-0.0377026526005989
"GYPA",-0.0377026526005989
"HPSE2",-0.0377026526005989
"KCNK13",-0.0377026526005989
"LRRC32",-0.0377026526005989
"LYVE1",-0.0377026526005989
"MRC1",-0.0377026526005989
"PKHD1",-0.0377026526005989
"SLFN13",-0.0377026526005989
"SPINK8",-0.0377026526005989
"SULT1E1",-0.0377026526005989
"TUBB1",-0.0377026526005989
"VIT",-0.0377026526005989
"SCUBE2",-0.037490254641734
"TAC3",-0.0372695711220216
"FBN1",-0.0365509476730601
"UBASH3B",-0.0359315538384218
"ADAMTS9",-0.0358274867835237
"MMD2",-0.0354752195392586
"PDE4C",-0.0353758317100309
"C3",-0.0351821427754271
"PLVAP",-0.0349380223767912
"ECEL1",-0.0344350865869476
"OMG",-0.0344116262678534
"PCDHB10",-0.0339994306132208
"DCHS2",-0.0338612039339821
"MAP7",-0.033528866390081
"ZNF169",-0.0328769238095711
"ADGRL3",-0.0326241302197763
"TIGD2",-0.0326203039245322
"ANKRD18A",-0.032309544215776
"PGF",-0.0317209831449523
"CXCL3",-0.0316362514662792
"CHRNA3",-0.0312336492206199
"SLITRK4",-0.0309794992182654
"EOGT",-0.0306242636161987
"ZNF552",-0.0303208688158042
"SCAMP1",-0.0301619433198381
"MVK",-0.0293044442683946
"LIN28A",-0.029266230338774
"BAG4",-0.029157175734838
"VAMP7",-0.0290853897036848
"PI15",-0.0290041798778774
"VAX1",-0.0285527105594667
"GFY",-0.0273045472570332
"PRDM6",-0.0270898430627188
"SST",-0.0270526172038717
"HAGHL",-0.0269105740395447
"SSH1",-0.0265950383987731
"APOBEC3G",-0.0263157894736842
"ARG1",-0.0263157894736842
"GATA2",-0.0263157894736842
"TULP2",-0.0263157894736842
"TMOD1",-0.0259227736388024
"KLHL4",-0.0257895782429452
"ENTPD1",-0.0257626692489796
"PTGDS",-0.0253183601593605
"ADAMTS13",-0.0249585811206943
"BEST3",-0.0245842146724554
"EYA1",-0.0243061692316717
"COL19A1",-0.0241429351841792
"FES",-0.0236489680515109
"KNDC1",-0.0235774176755632
"TMEM229A",-0.0234322883192626
"CNR1",-0.0227744319336153
"ATXN1L",-0.0224641201433981
"PDK4",-0.0223025876508447
"EYA2",-0.0216484152766342
"TMTC1",-0.0215557221372346
"CX3CR1",-0.02152032455939
"ZNF547",-0.0212626696109248
"GNPTAB",-0.0212550607287449
"C12orf60",-0.0205337645638006
"COX18",-0.0194146920696337
"OLFML2B",-0.0191697032217023
"POLD4",-0.0188934297256717
"GID4",-0.0179755297804038
"AXIN2",-0.017945003993027
"OVCH1",-0.0174824285749119
"CDH22",-0.0172095717383093
"KLHL32",-0.0171357830339754
"ARHGAP24",-0.0168887555709999
"CAMK2D",-0.016602551464013
"DSCAML1",-0.0165992319598449
"TTC9",-0.0161397370435302
"TEX2",-0.0159682588064645
"ZNF391",-0.0159275694104557
"MCF2L2",-0.0158544330950358
"CSPG4",-0.0158083919299676
"ERRFI1",-0.0153487879712811
"ZNF229",-0.0152914651322661
"PCDHA2",-0.0151610707328704
"PROKR1",-0.0149377502355954
"ROBO3",-0.0148510377873327
"RASGEF1B",-0.0147803202057677
"SEMA3D",-0.0145769592539686
"TRAM1L1",-0.0142719773450656
"ZNF585B",-0.0136100439765914
"GPI",-0.0131585606727555
"RNF185",-0.0128614120398689
"HSD3B7",-0.0125480182058131
"TENM3",-0.0125053202349392
"NCALD",-0.0123506785281073
"RYR1",-0.0121044489567015
"KLHL3",-0.011866108484922
"GPR137C",-0.01184270460548
"TDRD7",-0.0118299057522662
"CELF6",-0.0116496422065011
"PCDH10",-0.011348097865688
"SLC48A1",-0.0113303958638203
"FUT6",-0.0107184472584413
"ZYX",-0.0104436159338427
"RGS2",-0.0101322312774175
"NEO1",-0.0101214574898785
"SLCO4A1",-0.00995538313796087
"DCDC2B",-0.00995147645219605
