"gene","cope"
"FCRL6",0.0453411945956978
"KCNA2",0.0454158131280744
"LYPD8",0.0455010362526831
"OR7A5",0.0455130306903265
"CARMIL3",0.0455274787885821
"NKX2-2",0.0455908328338514
"POU2F3",0.0458441398022262
"BRS3",0.0459501891809517
"KLK4",0.0460172792378684
"CCDC60",0.0460969674374292
"RERGL",0.0461196960272617
"MUC3A",0.046142258312557
"TYRP1",0.0463166195809961
"COLEC10",0.046331114497029
"TWIST1",0.0467931420761814
"GRB7",0.046813813269535
"LCNL1",0.0468955665914771
"OR52N4",0.0469603628386933
"GDPD4",0.0470053749680898
"CD274",0.0470888040936847
"COL6A3",0.0472422765194435
"PLN",0.0472947557643667
"KLB",0.0473060105133183
"POU5F2",0.047535664522734
"APOF",0.0477122861404397
"IL12RB1",0.0478767840378643
"LAIR2",0.0479900634563541
"SLC38A11",0.0479950772844938
"RHOB",0.0482787479765697
"GAS2L2",0.048454497768762
"SLC4A1",0.0486142373391744
"MX2",0.0486575149036086
"ALDOB",0.0487583993078905
"MS4A7",0.048980331536098
"SPINK5",0.0490270338027295
"CLIC3",0.0490353214008279
"APOL1",0.0490475322056318
"C7",0.049120072893774
"PAPPA2",0.0492072330570701
"EMCN",0.0493337999185678
"DNAH17",0.0493354584179061
"DEFB134",0.0495144579547621
"CCDC190",0.0495195944816703
"ATP10A",0.0495552597721859
"MNDA",0.0496314216917559
"BPIFB2",0.049648815811713
"CYP4F2",0.0496740179457717
"SLC14A1",0.0497784063035583
